"name","mana_cost","combined_mana_cost","card_text","power","toughness","standard","commander","type","First_keyword","Second_keyword","Third_keyword","Fourth_keyword","Fifth_keyword","layout","prints_search_uri","rarity","number_keywords","Flying","Deathtouch","Haste","Vigilance","Broad_type","sanitised_name","Sixth_keyword"
"Blessed Hippogriff // Tyr's Blessing","{3}{W} // {W}",4,NA,2,3,"not_legal","legal","Creature — Hippogriff // Instant — Adventure","Flying",NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3372b994-47de-4e89-9bfc-76e1cb3f1cfa&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Blessed Hippogriff // Tyrs Blessing",NA
"Sea Hag // Aquatic Ingress","{4}{U} // {2}{U}",5,NA,3,5,"not_legal","legal","Creature — Hag // Instant — Adventure",NA,NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A788a1d3f-8d73-4ecd-97ac-77906a873cfe&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Sea Hag // Aquatic Ingress",NA
"Sapphire Dragon // Psionic Pulse","{5}{U}{U} // {2}{U}",7,NA,5,6,"not_legal","legal","Creature — Dragon // Instant — Adventure","Scry","Flying",NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A53015c41-af2d-43e2-a690-d8877537b8dd&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Sapphire Dragon // Psionic Pulse",NA
"Young Blue Dragon // Sand Augury","{4}{U} // {1}{U}",5,NA,3,3,"not_legal","legal","Creature — Dragon // Sorcery — Adventure","Scry","Flying",NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Afff28b30-9903-4a0a-a723-31216abd457d&unique=prints","common",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Young Blue Dragon // Sand Augury",NA
"Sword Coast Serpent // Capsizing Wave","{5}{U}{U} // {1}{U}",7,NA,6,6,"not_legal","legal","Creature — Serpent Dragon // Instant — Adventure",NA,NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad60e14b4-f750-40cc-85b5-17c87ae8a584&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Sword Coast Serpent // Capsizing Wave",NA
"Topaz Dragon // Entropic Cloud","{4}{B}{B} // {1}{B}",6,NA,4,4,"not_legal","legal","Creature — Dragon // Instant — Adventure","Deathtouch","Flying",NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aca8535f2-1f96-4836-bd32-5e952f9bee72&unique=prints","uncommon",2,"Flying","Deathtouch","Not haste","Not vigilance","Creature","Topaz Dragon // Entropic Cloud",NA
"Fang Dragon // Forktail Sweep","{5}{R}{R} // {1}{R}",7,NA,6,3,"not_legal","legal","Creature — Dragon // Sorcery — Adventure","Flying",NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac075637a-e94c-4b8d-8a9e-20ee3dfa8fe7&unique=prints","common",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Fang Dragon // Forktail Sweep",NA
"Amethyst Dragon // Explosive Crystal","{4}{R}{R} // {4}{R}",6,NA,4,4,"not_legal","legal","Creature — Dragon // Sorcery — Adventure","Flying","Haste",NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0961b68d-bb0c-4bfb-ad78-01f90b3b97c8&unique=prints","uncommon",2,"Flying","Not deathtouch","Haste","Not vigilance","Creature","Amethyst Dragon // Explosive Crystal",NA
"Emerald Dragon // Dissonant Wave","{4}{G}{G} // {2}{G}",6,NA,4,4,"not_legal","legal","Creature — Dragon // Instant — Adventure","Flying","Trample",NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac5632f18-7904-4a29-82be-6a6ef8e85e18&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Emerald Dragon // Dissonant Wave",NA
"Ettercap // Web Shot","{4}{G} // {2}{G}",5,NA,2,5,"not_legal","legal","Creature — Spider Beast // Instant — Adventure","Reach",NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ae0b5b3af-af89-4b91-8b55-947ec095d6f2&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Ettercap // Web Shot",NA
"Colossal Badger // Dig Deep","{5}{G} // {1}{G}",6,NA,6,5,"not_legal","legal","Creature — Badger // Sorcery — Adventure","Mill",NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A96aab05a-49bc-418a-9980-f3322955de1e&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Colossal Badger // Dig Deep",NA
"Ghost Lantern // Bind Spirit","{B} // {1}{B}",1,NA,NA,NA,"not_legal","legal","Artifact — Equipment // Instant — Adventure","Equip",NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4af03564-1d1c-4582-9248-cfe9551bad30&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Ghost Lantern // Bind Spirit",NA
"Kellan, Inquisitive Prodigy // Tail the Suspect","{2}{G}{U} // {G}{U}",4,NA,3,4,"legal","legal","Legendary Creature — Human Faerie Detective // Sorcery — Adventure","Flying","Investigate","Vigilance",NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2f2d75a0-d751-4c74-b357-8f92a992447f&unique=prints","rare",3,"Flying","Not deathtouch","Not haste","Vigilance","Creature","Kellan, Inquisitive Prodigy // Tail the Suspect",NA
"Rally at the Hornburg","{1}{R}",2,"Create two 1/1 white Human Soldier creature tokens. Humans you control gain haste until end of turn.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A7d3f542a-de64-4de8-9de0-0e25004467f1&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Rally at the Hornburg",NA
"Gríma Wormtongue","{2}{B}",3,"Your opponents can't gain life.{T}, Sacrifice another creature: Target player loses 1 life. If the sacrificed creature was legendary, amass Orcs 2.",1,4,"not_legal","legal","Legendary Creature — Human Advisor","Amass",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A8f98806e-c6b7-44af-b436-88acf36d25ec&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Gríma Wormtongue",NA
"Bonecrusher Giant // Stomp","{2}{R} // {1}{R}",3,NA,4,3,"not_legal","legal","Creature — Giant // Instant — Adventure",NA,NA,NA,NA,NA,"adventure","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad6d72f5f-8f5d-4180-b514-f22ff5482902&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Bonecrusher Giant // Stomp",NA
"Fortress Kin-Guard","{1}{W}",2,"When this creature enters, it endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",1,2,"legal","legal","Creature — Dog Soldier",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Afa3ed0f6-e44e-433d-80d3-824de5e6135a&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Fortress Kin-Guard",NA
"Rasaad yn Bashir","{2}{W}",3,"Each creature you control assigns combat damage equal to its toughness rather than its power.Whenever Rasaad yn Bashir attacks, if you have the initiative, double the toughness of each creature you control until end of turn.Choose a Background (You can have a Background as a second commander.)",0,3,"not_legal","legal","Legendary Creature — Human Monk","Choose a background",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3848ad74-8ee7-4546-9394-30db88e1d1e6&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Rasaad yn Bashir",NA
"Far Traveler","{2}{W}",3,"Commander creatures you own have ""At the beginning of your end step, exile up to one target tapped creature you control, then return it to the battlefield under its owner's control.""",NA,NA,"not_legal","legal","Legendary Enchantment — Background",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ab9432430-df01-497d-b025-7576dce830e4&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Legendary Enchantment","Far Traveler",NA
"Furious Forebear","{1}{W}",2,"Whenever a creature you control dies while this card is in your graveyard, you may pay {1}{W}. If you do, return this card from your graveyard to your hand.",3,1,"legal","legal","Creature — Spirit Warrior",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4fb1d33f-a87d-46cf-a73e-882c3dbcb26f&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Furious Forebear",NA
"Mass Calcify","{5}{W}{W}",7,"Destroy all nonwhite creatures.",NA,NA,"not_legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3ab3996f-aa3f-4041-8634-8e197d51f108&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Mass Calcify",NA
"Stormbeacon Blade","{1}{W}",2,"Equipped creature gets +3/+0.Whenever equipped creature attacks, draw a card if you control three or more attacking creatures.Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",NA,NA,"legal","legal","Artifact — Equipment","Equip",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af4b3ee43-fc01-425f-8322-29bf6d16cb3f&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Stormbeacon Blade",NA
"Shameless Charlatan","{1}{U}",2,"Commander creatures you own have ""{2}{U}: This creature becomes a copy of another target creature.""",NA,NA,"not_legal","legal","Legendary Enchantment — Background",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa9b08567-398a-46ba-b0e8-ade65fec83c6&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Legendary Enchantment","Shameless Charlatan",NA
"Ureni's Rebuff","{1}{U}",2,"Return target creature to its owner's hand.Harmonize {5}{U} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile this spell.)",NA,NA,"legal","legal","Sorcery",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac0b7e989-8194-484c-93aa-a44df0764a77&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Urenis Rebuff",NA
"Sibsig Appraiser","{2}{U}",3,"When this creature enters, look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.",2,1,"legal","legal","Creature — Zombie Advisor",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A5b51958d-533a-45e4-aac1-3c157670978b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Sibsig Appraiser",NA
"Aegis Sculptor","{3}{U}",4,"FlyingWard {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)At the beginning of your upkeep, you may exile two cards from your graveyard. If you do, put a +1/+1 counter on this creature.",2,3,"legal","legal","Creature — Bird Wizard","Flying","Ward",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3a75c56a-bdf7-490d-aa41-51d5eb8be46c&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Aegis Sculptor",NA
"Roiling Dragonstorm","{1}{U}",2,"When this enchantment enters, draw two cards, then discard a card.When a Dragon you control enters, return this enchantment to its owner's hand.",NA,NA,"legal","legal","Enchantment",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A6badc583-fabb-4d63-b70c-e7380acafc23&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Roiling Dragonstorm",NA
"Atrocious Experiment","{2}{B}",3,"Target player mills two cards, draws two cards, and loses 2 life. (To mill a card, a player puts the top card of their library into their graveyard.)",NA,NA,"not_legal","legal","Sorcery","Mill",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A9f1c5040-ac46-4e8f-a5ff-8205e13a8893&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Atrocious Experiment",NA
"Safana, Calimport Cutthroat","{2}{B}",3,"MenaceAt the beginning of your end step, if you have the initiative, create a Treasure token. Create three of those tokens instead if you've completed a dungeon.Choose a Background (You can have a Background as a second commander.)",3,2,"not_legal","legal","Legendary Creature — Human Rogue","Choose a background","Treasure","Menace",NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aafc1c443-93e3-4ef4-a404-1d9fc13e0b02&unique=prints","uncommon",3,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Safana, Calimport Cutthroat",NA
"Alesha's Legacy","{1}{B}",2,"Target creature you control gains deathtouch and indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",NA,NA,"legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ac4229cc8-11e5-4221-b00d-86969701e21b&unique=prints","common",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Aleshas Legacy",NA
"Blood Money","{5}{B}{B}",7,"Destroy all creatures. For each nontoken creature destroyed this way, you create a tapped Treasure token.",NA,NA,"not_legal","legal","Sorcery","Treasure",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A75f5d372-4ff9-430c-8302-72472439e0d2&unique=prints","mythic",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Blood Money",NA
"Corroding Dragonstorm","{1}{B}",2,"When this enchantment enters, each opponent loses 2 life and you gain 2 life. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)When a Dragon you control enters, return this enchantment to its owner's hand.",NA,NA,"legal","legal","Enchantment","Surveil",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A4c55ca3b-1254-4d44-96ac-1e1cadaf49f5&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Enchantment","Corroding Dragonstorm",NA
"Dismember","{1}{B/P}{B/P}",3,"({B/P} can be paid with either {B} or 2 life.)Target creature gets -5/-5 until end of turn.",NA,NA,"not_legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Afd74f8eb-0253-42dd-8277-186d4934da38&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Dismember",NA
"Nightblade Brigade","{2}{B}",3,"DeathtouchMobilize 1 (Whenever this creature attacks, create a tapped and attacking 1/1 red Warrior creature token. Sacrifice it at the beginning of the next end step.)When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",1,3,"legal","legal","Creature — Goblin Soldier","Surveil","Mobilize","Deathtouch",NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A36d04190-7ce3-431a-b18e-3a1895ec6fc7&unique=prints","common",3,"Not flying","Deathtouch","Not haste","Not vigilance","Creature","Nightblade Brigade",NA
"Cruel Truths","{3}{B}",4,"Surveil 2, then draw two cards. You lose 2 life. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",NA,NA,"legal","legal","Instant","Surveil",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2e68e3f7-b168-4541-b8a0-791a8a6ebde8&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Cruel Truths",NA
"Gurmag Rakshasa","{4}{B}{B}",6,"Menace (This creature can't be blocked except by two or more creatures.)When this creature enters, target creature an opponent controls gets -2/-2 until end of turn and target creature you control gets +2/+2 until end of turn.",5,5,"legal","legal","Creature — Demon","Menace",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2be43acc-a815-44bc-8803-d702e553fbc1&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Gurmag Rakshasa",NA
"Sinkhole Surveyor","{1}{B}",2,"FlyingWhenever this creature attacks, you lose 1 life and this creature endures 1. (Put a +1/+1 counter on it or create a 1/1 white Spirit creature token.)",1,3,"legal","legal","Creature — Bird Scout","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A83a47724-b8d1-4884-9442-b62aa1510dc3&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Sinkhole Surveyor",NA
"Popular Entertainer","{1}{R}",2,"Commander creatures you own have ""Whenever one or more creatures you control deal combat damage to a player, goad target creature that player controls."" (Until your next turn, that creature attacks each combat if able and attacks a player other than you if able.)",NA,NA,"not_legal","legal","Legendary Enchantment — Background","Goad",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A702d7b7b-7935-4cb2-9cd7-06f638f5405f&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Legendary Enchantment","Popular Entertainer",NA
"Devoted Duelist","{1}{R}",2,"HasteFlurry — Whenever you cast your second spell each turn, this creature deals 1 damage to each opponent.",2,1,"legal","legal","Creature — Goblin Monk","Haste",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Af7620c46-b3d8-4694-ac7c-a43933c86c22&unique=prints","common",1,"Not flying","Not deathtouch","Haste","Not vigilance","Creature","Devoted Duelist",NA
"Magmatic Hellkite","{2}{R}{R}",4,"FlyingWhen this creature enters, destroy target nonbasic land an opponent controls. Its controller searches their library for a basic land card, puts it onto the battlefield tapped with a stun counter on it, then shuffles. (If a permanent with a stun counter would become untapped, remove one from it instead.)",4,5,"legal","legal","Creature — Dragon","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A2a3b29c3-f69d-4671-8907-600d21528153&unique=prints","rare",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Magmatic Hellkite",NA
"Krotiq Nestguard","{2}{G}",3,"Defender{2}{G}: This creature can attack this turn as though it didn't have defender.",4,4,"legal","legal","Creature — Insect","Defender",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A33117d34-ea70-4566-92a3-5dec9bfe529a&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Krotiq Nestguard",NA
"Warden of the Grove","{2}{G}",3,"At the beginning of your end step, put a +1/+1 counter on this creature.Whenever another nontoken creature you control enters, it endures X, where X is the number of counters on this creature. (Put X +1/+1 counters on the creature that entered or create an X/X white Spirit creature token.)",2,2,"legal","legal","Creature — Hydra",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A13bf8103-3db3-4ee6-a6bb-441aabfd9e41&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Warden of the Grove",NA
"Myojin of Towering Might","{5}{G}{G}{G}",8,"Myojin of Towering Might enters with an indestructible counter on it if you cast it from your hand.Remove an indestructible counter from Myojin of Towering Might: Distribute eight +1/+1 counters among any number of target creatures you control. They gain trample until end of turn.",8,8,"not_legal","legal","Legendary Creature — Spirit",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1cb42cf5-ae69-46c5-b2ff-d2c1cd60099b&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Myojin of Towering Might",NA
"Champion of Dusan","{2}{G}",3,"TrampleRenew — {1}{G}, Exile this card from your graveyard: Put a +1/+1 counter and a trample counter on target creature. Activate only as a sorcery.",4,2,"legal","legal","Creature — Human Warrior","Trample",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A0a427652-9745-4802-8c8f-5ae29a29b496&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Champion of Dusan",NA
"Dragonbroods' Relic","{1}{G}",2,"{T}, Tap an untapped creature you control: Add one mana of any color.{3}{W}{U}{B}{R}{G}, Sacrifice this artifact: Create a 4/4 Dragon creature token named Reliquary Dragon that's all colors. It has flying, lifelink, and ""When this token enters, it deals 3 damage to any target."" Activate only as a sorcery.",NA,NA,"legal","legal","Artifact",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A61822bbe-0407-4425-b8d7-0263a8c521ec&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Artifact","Dragonbroods Relic",NA
"Inspirited Vanguard","{4}{G}",5,"Whenever this creature enters or attacks, it endures 2. (Put two +1/+1 counters on it or create a 2/2 white Spirit creature token.)",3,2,"legal","legal","Creature — Human Soldier",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Adb756a16-3db6-4bde-bbc2-ecee3ee9d9d3&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Inspirited Vanguard",NA
"Kishla Skimmer","{G}{U}",2,"FlyingWhenever a card leaves your graveyard during your turn, draw a card. This ability triggers only once each turn.",2,2,"legal","legal","Creature — Bird Scout","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aa3275d80-112b-4839-a014-e44ef48d2e6b&unique=prints","uncommon",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Kishla Skimmer",NA
"Sonic Shrieker","{2}{R}{W}{B}",5,"FlyingWhen this creature enters, it deals 2 damage to any target and you gain 2 life. If a player is dealt damage this way, they discard a card.",4,4,"legal","legal","Creature — Dragon","Flying",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Ad317e3f1-553f-44f6-8543-d6d4c42534ad&unique=prints","uncommon",1,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Sonic Shrieker",NA
"Monastery Messenger","{2/U}{2/R}{2/W}",6,"Flying, vigilanceWhen this creature enters, put up to one target noncreature, nonland card from your graveyard on top of your library.",2,3,"legal","legal","Creature — Bird Scout","Flying","Vigilance",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A325b88e1-ec7f-4d22-887c-a7f18a868bb0&unique=prints","common",2,"Flying","Not deathtouch","Not haste","Vigilance","Creature","Monastery Messenger",NA
"Minthara, Merciless Soul","{2}{W}{B}",4,"Minthara has ward {X}, where X is the number of experience counters you have.At the beginning of your end step, if a permanent you controlled left the battlefield this turn, you get an experience counter.Creatures you control get +1/+0 for each experience counter you have.",2,2,"not_legal","legal","Legendary Creature — Elf Cleric","Ward",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Afad0c174-4c4a-4662-bd1f-224886e826e1&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Minthara, Merciless Soul",NA
"Dragonclaw Strike","{2/U}{2/R}{2/G}",6,"Double the power and toughness of target creature you control until end of turn. Then it fights up to one target creature an opponent controls. (Each deals damage equal to its power to the other.)",NA,NA,"legal","legal","Sorcery","Fight",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A69e0d9f1-f9dd-4614-ad9f-13e7153710ce&unique=prints","uncommon",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Sorcery","Dragonclaw Strike",NA
"Kheru Goldkeeper","{1}{B}{G}{U}",4,"FlyingWhenever one or more cards leave your graveyard during your turn, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")Renew — {2}{B}{G}{U}, Exile this card from your graveyard: Put two +1/+1 counters and a flying counter on target creature. Activate only as a sorcery.",3,3,"legal","legal","Creature — Dragon","Flying","Treasure",NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3Aaef4ab0e-c81f-428c-ab23-64504a9fb989&unique=prints","uncommon",2,"Flying","Not deathtouch","Not haste","Not vigilance","Creature","Kheru Goldkeeper",NA
"Songcrafter Mage","{G}{U}{R}",3,"FlashWhen this creature enters, target instant or sorcery card in your graveyard gains harmonize until end of turn. Its harmonize cost is equal to its mana cost. (You may cast that card from your graveyard for its harmonize cost. You may tap a creature you control to reduce that cost by {X}, where X is its power. Then exile the spell.)",3,2,"legal","legal","Creature — Human Bard","Flash",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A13f0863f-ae54-4bea-8f01-7f3891797577&unique=prints","rare",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Songcrafter Mage",NA
"Marching Duodrone","{2}",2,"Whenever this creature attacks, each player creates a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",2,2,"not_legal","legal","Artifact Creature — Construct","Treasure",NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A939b77f1-d7c4-4e52-b487-5866145ace01&unique=prints","common",1,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Marching Duodrone",NA
"Boulderborn Dragon","{5}",5,"Flying, vigilanceWhenever this creature attacks, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",3,3,"legal","legal","Artifact Creature — Dragon","Flying","Surveil","Vigilance",NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A1654cab1-0697-4547-b1fe-2d0a61385199&unique=prints","common",3,"Flying","Not deathtouch","Not haste","Vigilance","Creature","Boulderborn Dragon",NA
"Host of the Hereafter","{2}{B}{G}",4,"This creature enters with two +1/+1 counters on it.Whenever this creature or another creature you control dies, if it had counters on it, put its counters on up to one target creature you control.",2,2,"legal","legal","Creature — Zombie Warlock",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A3431338b-928a-47f2-bc2f-f3c5d8eda8d0&unique=prints","uncommon",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Host of the Hereafter",NA
"Jeskai Revelation","{4}{U}{R}{W}",7,"Return target spell or permanent to its owner's hand. Jeskai Revelation deals 4 damage to any target. Create two 1/1 white Monk creature tokens with prowess. Draw two cards. You gain 4 life.",NA,NA,"legal","legal","Instant",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A61b6b1d1-4350-41c1-ac47-835b2831f24a&unique=prints","mythic",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Instant","Jeskai Revelation",NA
"Neera, Wild Mage","{4}{U}{R}",6,"Whenever you cast a spell, you may put it on the bottom of its owner's library. If you do, reveal cards from the top of your library until you reveal a nonland card. You may cast that card without paying its mana cost. Then put all revealed cards not cast this way on the bottom of your library in a random order. This ability triggers only once each turn.",2,7,"not_legal","legal","Legendary Creature — Human Elf Shaman",NA,NA,NA,NA,NA,"normal","https://api.scryfall.com/cards/search?order=released&q=oracleid%3A88fb1dd1-60fb-4f51-ac4d-30b43156a474&unique=prints","rare",NA,"Not flying","Not deathtouch","Not haste","Not vigilance","Creature","Neera, Wild Mage",NA
